Unnamed: 0,Unnamed: 0.1,doi,name,description,url
911,911,10.1016/j.jcis.2020.10.129,Constructing 1T/2H MoS2 nanosheets/3D carbon foam for high-performance electromagnetic wave absorption,"Three-dimensional (3D) carbon-based materials have attracted growing attention in the field of electromagnetic wave absorption applications. However, their high conductivity results in high dielectric",https://sci-hub.ru/downloads/2020-11-11/ca/lyu2020.pdf
912,912,10.1021/acsomega.2c01573,"Phosphazene Cyclomatrix Network-Based Polymer: Chemistry, Synthesis, and Applications",Polyphosphazenes are an inorganic molecular hybrid family with multifunctional properties due to their wide range of organic substitutes. This review intends to propose the basics of the synthetic che,
913,913,10.1021/acsami.1c00945,Heterogeneous Synergetic Effect of Metal–Oxide Interfaces for Efficient Hydrogen Evolution in Alkaline Solutions,Water dissociation in alkaline solutions is one of the biggest challenges in hydrogen evolution reactions (HERs). The key is to obtain a catalyst with optimal and balanced OH adsorption energy and H a,https://sci-hub.ru/downloads/2021-05-16/05/xu2021.pdf
914,914,10.1016/j.jcis.2019.05.093,Hierarchical assembly of manganese dioxide nanosheets on one-dimensional titanium nitride nanofibers for high-performance supercapacitors,"MnO2 has attracted considerable attention for use in supercapacitors. Nevertheless, its low electrical conductivity greatly hinders its potential application. Here, we demonstrate the fabri",https://sci-hub.ru/downloads/2019-07-21/9f/10.1016@j.jcis.2019.05.093.pdf
915,915,10.1186/s40580-022-00317-7,2D materials: increscent quantum flatland with immense potential for applications,"Quantum flatland i.e., the family of two dimensional (2D) quantum materials has become increscent and has already encompassed elemental atomic sheets (Xenes), 2D transition metal dichalcogenides (TMDC",
916,916,10.1088/0957-4484/27/23/235402,Hierarchically constructed NiCo2S4@Ni(1−x)Co x (OH)2 core/shell nanoarrays and their application in energy storage,We report a new type of core-shell heterostructure consisting of a rod-like NiCo2S4 (NCS) core and an urchin-like Ni(1-x)Co x (OH)2 (NCOH) shell via a simple hydrothermal route coupled with a facile e,https://zero.sci-hub.ru/5578/4251785c700afba0aa7cff2967e2c409/zhou2016.pdf
917,917,10.1016/j.jcis.2022.02.024,Peroxymonosulfate activation by Co3O4/SnO2 for efficient degradation of ofloxacin under visible light,"In this work, Co3O4/SnO2 catalyst was prepared by a one-pot hydrothermal method and applied in the activation of peroxymonosulfate (PMS) for the degradation of the tar",
918,918,10.1021/acsami.9b04884,Transition-Metal-Doped Molybdenum Diselenides with Defects and Abundant Active Sites for Efficient Performances of Enzymatic Biofuel Cell and Supercapacitor Applications,We have demonstrated the synthesis of defect-rich Ni-doped MoSe2 nanoplates (NiMoSe2) and their application as an efficient electrocatalyst for enzymatic biofuel cells and electr,https://sci-hub.ru/downloads/2019-07-24/d7/10.1021@acsami.9b04884.pdf
919,919,10.1016/j.envres.2022.113068,Recent trends in layered double hydroxides based electrochemical and optical (bio)sensors for screening of emerging pharmaceutical compounds,"The rapid expansion of the human population has given rise to new environmental and biomedical concerns, contributing to different advancements in the pharmaceutical industry. In the field of analytic",
920,920,10.1016/j.jcis.2020.01.122,Co8FeS8 wrapped in Auricularia-derived N-doped carbon with a micron-size spherical structure as an efficient cathode catalyst for strengthening charge transfer and bioelectricity generation,"The main issues regarding the practical application of microbial fuel cells (MFCs) are the poor activity and tolerance of oxygen reduction reaction (ORR) catalysts in wastewater. In this study, Auricu",https://sci-hub.ru/downloads/2020-02-07/cb/10.1016@j.jcis.2020.01.122.pdf
921,921,10.1039/c8nr08457b,Urchin-like NiO–NiCo 2 O 4 heterostructure microsphere catalysts for enhanced rechargeable non-aqueous Li–O 2 batteries,"Urchin-like NiO-NiCo2O4 microspheres with heterostructures were successfully synthesized through a facile hydrothermal method, followed by thermal treatment. The unique structure of NiO-NiCo2O4 with t",https://sci-hub.ru/downloads/2019-01-21//a8/zhao2019.pdf
922,922,10.1021/acsomega.1c01650,NiCoP with Dandelion-like Arrays Anchored on Nanowires for Electrocatalytic Overall Water Splitting,"Although transition-metal-based phosphides as cost-effective catalysts have great potential for transforming water to hydrogen, their electrocatalytic property for industrial application is still limi",
923,923,10.1088/1361-6528/aa583b,Galvanic displacement assembly of ultrathin Co3O4 nanosheet arrays on nickel foam for a high-performance supercapacitor,"High-performance supercapacitors are very desirable for many portable electronic devices, electric vehicles and high-power electronic devices. Herein, a facile and binder-free synthesis method, galvan",
924,924,10.1039/c9dt00113a,Co-Incorporated NiV 2 O 6 /Ni(HCO 3 ) 2 nanoflake arrays grown on nickel foam as a high-performance supercapacitor electrode,"Co-Incorporated NiV2O6/Ni(HCO3)2 arrays with different morphologies can grow on nickel foam (NF) via a mild one-step hydrothermal method. Among them, S-0.5-20 and S-0.25-20 were obtained at a 1 : 1 : ",https://sci-hub.ru/downloads/2019-03-27/6e/10.1039@c9dt00113a.pdf
925,925,10.1016/j.jcis.2021.10.182,"Strong coordination ability of sulfur with cobalt for facilitating scale-up synthesis of Co9S8 encapsulated S, N co-doped carbon as a trifunctional electrocatalyst for oxygen reduction reaction, oxygen and hydrogen evolution reaction","High activity trifunctional non-noble electrocatalysts, targeting oxygen reduction reaction (ORR), hydrogen evolution reaction (HER), and oxygen evolution reaction (OER), are rationally designed by in",
926,926,10.1088/1361-6528/abedef,Excellent electrochemical stability of Co3O4 array with carbon hybridization derived from metal-organic framework,"Hybrid supercapacitors have attracted considerable attention for the use in the energy storage systems due to the simultaneous possession of high power and energy. Herein, Co3O4a",
927,927,10.1088/1361-6528/ac8486,Fabrication and application of Fe2O3-decorated carbon nanotube fibers via instantaneous Joule-heating method,Fe2O3-decorated carbon nanotube fibers (Fe2O3/CNT fibers) exhibit synergistic properties and can be used in flexible electrochemical devices. One of the gre,
928,928,10.1016/j.jcis.2016.07.059,Effect of the bimetal ratio on the growth of nickel cobalt sulfide on the Ni foam for the battery-like electrode,The nickel cobalt sulfide is one of the most attractive electroactive materials for battery-like electrodes with multiple oxidation states for Faradaic reactions. Novel structures of the nickel cobalt,https://zero.sci-hub.ru/6055/037bcd154d658cb9aeae9770c755d037/yu2016.pdf
929,929,10.1088/1361-6528/aa84cb,A facile one-step approach for the fabrication of polypyrrole nanowire/carbon fiber hybrid electrodes for flexible high performance solid-state supercapacitors,"Wearable electronics are in high demand, requiring that all the components are flexible. Here we report a facile approach for the fabrication of flexible polypyrrole nanowire (NPPy)/carbon fiber (CF) ",https://zero.sci-hub.ru/6517/52c5f4e18e1a56fadbca69f64a688856/huang2017.pdf
930,930,10.1021/acsami.6b10700,Nanofoaming to Boost the Electrochemical Performance of Ni@Ni(OH)2 Nanowires for Ultrahigh Volumetric Supercapacitors,"Three-dimensional free-standing film electrodes have aroused great interest for energy storage devices. However, small volumetric capacity and low operating voltage limit their practical application f",https://zero.sci-hub.ru/6045/bcb782b0e42f4f3d7966d4092e31f094/xu2016.pdf
931,931,10.1016/j.foodchem.2020.128231,Gold nanoparticles-functionalized three-dimensional flower-like manganese dioxide: A high-sensitivity thermal analysis immunochromatographic sensor,A sensitive photothermal immunochromatographic test strip (PITS) for the detection of deoxynivalenol (DON) was developed using flower-like gold nanoparticle-deposited manganese dioxide nanocarrier (FM,https://sci-hub.ru/downloads/2020-10-13/1a/zhang2021.pdf
932,932,10.1021/acsami.6b16101,Flexible Fiber-Shaped Supercapacitor Based on Nickel–Cobalt Double Hydroxide and Pen Ink Electrodes on Metallized Carbon Fiber,Flexible fiber-shaped supercapacitors (FSSCs) are recently of extensive interest for portable and wearable electronic gadgets. Yet the lack of industrial-scale flexible fibers with high conductivity a,https://zero.sci-hub.ru/6247/14b0d5dbb17317f5ac51cf1c9758945d/gao2017.pdf
933,933,10.1002/chem.202102008,Ultrahigh Rate Capability and Lifespan MnCo2O4/Ni‐MOF Electrode for High Performance Battery‐Type Supercapacitor,MnCo2 O4 is derived from a Co/Mn bimetallic metal-organic framework (MOF). Then Ni-MOF is directly grown on the surface of the obtained MnCo2 O4 to form a n,
934,934,10.1039/d1nr00160d,Metal organic framework derived porous carbon materials excel as an excellent platform for high-performance packaged supercapacitors,Designing and synthesizing new materials with special physical and chemical properties are the key steps to assembling high performance supercapacitors. Metal organic framework (MOF) derived porous ca,https://sci-hub.ru/downloads/2021-05-15//dd/chu2021.pdf
935,935,10.1021/am507014w,One-Step Facile Solvothermal Synthesis of Copper Ferrite–Graphene Composite as a High-Performance Supercapacitor Material,"In this work, we reported a facile approach to prepare a uniform copper ferrite nanoparticle-attached graphene nanosheet (CuFe2O4-GN). A one-step solvothermal method featuring the reduction of graphen",https://moscow.sci-hub.ru/3541/eb86de01b73fff05e18ffccf605c059f/zhang2015.pdf
936,936,10.1021/acs.inorgchem.8b03094,Construction of TiO2 Nanotubes/C/MnO2 Composite Films as a Binder-Free Electrode for a High-Performance Supercapacitor,"Although titanium dioxide (TiO2) exhibits excellent promise in electrode materials for supercapacitors, its poor conductivity and low areal specific capacitance hamper further development. ",https://sci-hub.ru/downloads/2019-01-11//e0/10.1021@acs.inorgchem.8b03094.pdf
937,937,10.1021/acsomega.0c06167,Quaternary Cu2FeSnS4/PVP/rGO Composite for Supercapacitor Applications,Electrochemical energy storage is a current research area to address energy challenges of the modern world. The Cu2FeSnS4/PVP/rGO-decorated nanocomposite using PVP as the surface,https://sci-hub.ru/downloads/2021-05-14//74/isacfranklin2021.pdf
938,938,10.1038/srep43084,Hierarchical Cobalt Hydroxide and B/N Co-Doped Graphene Nanohybrids Derived from Metal-Organic Frameworks for High Energy Density Asymmetric Supercapacitors,"To cater for the demands of electrochemical energy storage system, the development of cost effective, durable and highly efficient electrode materials is desired. Here, a novel electrode material base",https://zero.sci-hub.ru/6554/3ade8a01be04fc59b7353bf2de4c48d9/tabassum2017.pdf
939,939,10.1186/1556-276x-9-424,Solution growth of NiO nanosheets supported on Ni foam as high-performance electrodes for supercapacitors,Well-aligned nickel oxide (NiO) nanosheets with the thickness of a few nanometers supported on a flexible substrate (Ni foam) have been fabricated by a hydrothermal approach together with a post-annea,https://moscow.sci-hub.ru/3946/1dba8033b77f8596ca61ad4d22dedb2b/yan2014.pdf
940,940,10.1039/c8dt01920g,Size and crystallinity control of two-dimensional porous cobalt oxalate thin sheets: tuning surface structure with enhanced performance for aqueous asymmetric supercapacitors,"With excellent layered structures, abundant pores and a high specific surface area, two-dimensional (2D) porous nanostructured materials have been demonstrated to show great potential in supercapacito",https://zero.sci-hub.ru/6910/ca84f91f0487b92baa554292b28f9832/pu2018.pdf
941,941,10.1038/srep33241,Multishelled NiO Hollow Microspheres for High-performance Supercapacitors with Ultrahigh Energy Density and Robust Cycle Life,Multishelled NiO hollow microspheres for high-performance supercapacitors have been prepared and the formation mechanism has been investigated. By using resin microspheres to absorb Ni2+ and subsequen,https://zero.sci-hub.ru/6088/7a90ad606740b39d662241250884a966/qi2016.pdf
942,942,10.1016/j.chemosphere.2021.132677,Investigation of PEG directed Sb2WO6 for dyes removal from wastewater,Pristine and polyethylene glycol assisted antimony tungstate (Sb2WO6) was developed via hydrothermal route. The pristine and surfactant assisted Sb2WO6 were,
943,943,10.1016/j.jcis.2020.04.127,Shape-controlled synthesis of Ni-based metal-organic frameworks with albizia flower-like spheres@nanosheets structure for high performance supercapacitors,"Metal organic frameworks (MOFs) are considered as very promising positive electrode materials for supercapacitors. To achieve good electrochemical performance, in this work, we report a mixed-ligand a",https://sci-hub.ru/downloads/2020-06-04/ac/zhang2020.pdf
944,944,10.1039/c8dt01129j,A MOF-derived method to construct well-arranged porous nanosheets for lithium ion batteries,"In this work, we report a facile route to fabricate a ZnCo2O4 nanosheet derived from metal-organic frameworks. The as-prepared ZnCo2O4 nanosheet material for lithium-ion batteries shows an excellent e",https://zero.sci-hub.ru/6856/68ba069e066eb4dd2fe52499a9ec1092/du2018.pdf
945,945,10.1021/acsami.6b13075,Coupling Molecularly Ultrathin Sheets of NiFe-Layered Double Hydroxide on NiCo2O4 Nanowire Arrays for Highly Efficient Overall Water-Splitting Activity,Developing efficient but nonprecious bifunctional electrocatalysts for overall water splitting in basic media has been the subject of intensive research focus with the increasing demand for clean and ,https://zero.sci-hub.ru/6209/b5d0700dfabd74d9d14a0ba59cfbfd6c/wang2017.pdf
946,946,10.1038/s41598-018-23642-6,Synthesis of NiMn-LDH Nanosheet@Ni3S2 Nanorod Hybrid Structures for Supercapacitor Electrode Materials with Ultrahigh Specific Capacitance,One of the key challenges for pseudocapacitive electrode materials with highly effective capacitance output and future practical applications is how to rationally construct hierarchical and ordered hy,https://zero.sci-hub.ru/6754/96b054185a982719cdef6f0edb88cdb6/yu2018.pdf
947,947,10.1038/srep43116,Uniformly Dispersed ZnFe2O4 Nanoparticles on Nitrogen-Modified Graphene for High-Performance Supercapacitor as Electrode,A facile strategy has been adopted for the preparation of ZnFe2O4/NRG composite by anchoring ultrasmall ZnFe2O4 nanoparticles on nitrogen-doped reduced graphene (denoted as NRG) for high-performance s,https://zero.sci-hub.ru/6271/9dff14152129b839fb02f709ea6ef727/li2017.pdf
948,948,10.1021/acsami.7b14761,Carbon Quantum Dot-Induced MnO2 Nanowire Formation and Construction of a Binder-Free Flexible Membrane with Excellent Superhydrophilicity and Enhanced Supercapacitor Performance,"Manganese oxides (MnO2) are regarded as typical and promising electrode materials for supercapacitors. However, the practical electrochemical performance of MnO2 is far from its ",https://zero.sci-hub.ru/6559/42197baca19092e2f49ca83867ed0ccd/lv2017.pdf
949,949,10.1021/acsami.7b09005,Construction of Hierarchical CNT/rGO-Supported MnMoO4 Nanosheets on Ni Foam for High-Performance Aqueous Hybrid Supercapacitors,"Rationally designed conductive hierarchical nanostructures are highly desirable for supporting pseudocapacitive materials to achieve high-performance electrodes for supercapacitors. Herein, manganese ",https://zero.sci-hub.ru/6534/9cadc785f63eec4a16cd9a21c21a34ef/mu2017.pdf
950,950,10.1021/acsami.7b08497,Ordered Mesoporous NiCo2O4 Nanospheres as a Novel Electrocatalyst Platform for 1‑Naphthol and 2‑Naphthol Individual Sensing Application,The novel ordered mesoporous NiCo2O4 (meso-NiCo2O4) nanospheres were synthesized by the nanocasting strategy followed by a calcination process for 2-naphtho,https://zero.sci-hub.ru/6521/d34addd69982aba55ca656b92c31f7be/zhang2017.pdf
951,951,10.1016/j.biortech.2022.126989,Enhanced bioelectrochemical performance of microbial fuel cell with titanium dioxide-attached dual metal organic frameworks grown on zinc aluminum - layered double hydroxide as cathode catalyst,"In this study, a three-step distributed feeding method was used to prepare TiO2-attached dual CoZn-metal organic frameworks growing on ZnAl-layered double hydroxide (TiO2@ZIF-67/",
952,952,10.1016/j.jcis.2018.07.065,High-performance asymmetric supercapacitor based on hierarchical nanocomposites of polyaniline nanoarrays on graphene oxide and its derived N-doped carbon nanoarrays grown on graphene sheets,"Activated carbon (AC), as a material for asymmetric supercapacitor (ASC), is the most widely used as negative electrode. However, AC has some electrode kinetic problems which are corresponded to inner",https://zero.sci-hub.ru/7007/7bf62000b088838bfffa40caddf155f1/goljaniantabrizi2018.pdf
953,953,10.1021/acsami.2c02888,In Situ Construction of MIL-100@NiMn-LDH Hierarchical Architectures for Highly Selective Photoreduction of CO2 to CH4,"Layered double hydroxides (LDHs) are considered a promising catalyst for photocatalytic CO2 reduction due to their broad photoresponse, facile channels for electron transfer, and the presen",
954,954,10.1021/acsami.1c10998,Metal–Organic Framework-Derived CoO x /Carbon Composite Array for High-Performance Supercapacitors,Metal-organic frameworks (MOFs) and their derivatives are promising materials for energy conversion and storage. This study demonstrates a solvent-free method to fabricate a CoOx/car,
955,955,10.1016/j.ijbiomac.2021.12.154,Multifunction lignin-based carbon nanofibers with enhanced electromagnetic wave absorption and surpercapacitive energy storage capabilities,"It is difficult for green sustainable lignin-based materials to simultaneously obtain efficient electromagnetic wave absorption (EMWA) and supercapacitive energy storage (SCES), which has not yet been",
956,956,10.1016/j.jcis.2021.04.048,In situ hierarchical encapsulation of bimetallic selenides into honeycomb-like nitrogen doped porous carbon nanosheets for highly sensitive and selective guanosine detection,An innovative electrochemical nanocomposite for the detection of guanosine (Gua) was proposed by in situ encapsulation of nickel-iron bimetallic selenides confined into honeycomb-like nitrogen doped p,https://sci-hub.ru/downloads/2021-06-30/f5/zhu2021.pdf
957,957,10.1016/j.jcis.2022.05.118,Synergistic capture and conversion of polysulfides in cathode composites with multidimensional framework structures,The application of lithium-sulfur batteries are seriously hindered by their poor cycle stability and low sulfur utilization due to their inevitable polysulfide shuttle effect and slow reaction kinetic,
958,958,10.1021/am506660q,Three-Dimensional Cobalt Oxide Microstructures with Brush-like Morphology via Surfactant-Dependent Assembly,"In this study, three-dimensional cobalt oxide microstructures were developed. Cobalt oxide microdumbbells and microspheres, assembled by nanowires and primary particles, were successfully synthesized ",https://moscow.sci-hub.ru/3252/912a5befaba270aed83479c62f871883/dam2014.pdf
959,959,10.1039/c6cc03699f,Controlled synthesis and comparison of NiCo 2 S 4 /graphene/2D TMD ternary nanocomposites for high-performance supercapacitors,"Novel ternary electrode materials based on graphene, NiCo2S4, and transition metal dichalcogenides (TMDs) were designed and fabricated with the intention of exploiting synergistic effects conducive to",https://moscow.sci-hub.ru/5427/d68798949fed838f0d48f972be736279/shen2016.pdf
960,960,10.1021/am508624x,A Versatile Strategy toward Binary Three-Dimensional Architectures Based on Engineering Graphene Aerogels with Porous Carbon Fabrics for Supercapacitors,Graphene-based supercapacitors and related flexible devices have attracted great attention because of the increasing demands in the energy storage. As promising three-dimensional (3D) nanostructures i,https://moscow.sci-hub.ru/3593/cfd7ee5661855362a27be91a23c2cb03/song2015.pdf
961,961,10.1021/acsami.0c01315,Flexible Active-Site Engineering of Monometallic Co-Layered Double Hydroxides for Achieving High-Performance Bifunctional Electrocatalyst toward Oxygen Evolution and H2O2 Reduction,It is highly desirable but challenging to develop a facile and scalable strategy to synthesize efficient bifunctional electrocatalysts for oxygen evolution and H2O2 reduction by ,https://sci-hub.ru/downloads/2020-07-14/a9/chen2020.pdf
962,962,10.1016/j.talanta.2020.121361,Capacitive type humidity sensor based on PANI decorated Cu–ZnS porous microspheres,"Porous microstructure materials are considered good candidates for the development of highly sensitive and fast humidity sensors. In this regard, we prepared polyaniline (PANI) decorated Cu-ZnS porous",https://sci-hub.ru/downloads/2020-07-08/2b/10.1016@j.talanta.2020.121361.pdf
963,963,10.1021/acsomega.1c05183,Microwave-Assisted Auto-Combustion Synthesis of Binary/Ternary Co x Ni1−x Ferrite for Electrochemical Hydrogen and Oxygen Evolution,"Enormous efforts have been dedicated to engineering low-cost and efficient electrocatalysts for both hydrogen evolution and oxygen evolution reactions (HER and OER, respectively). For this, the curren",
964,964,10.1016/j.bios.2016.02.067,2-Dimensional graphene as a route for emergence of additional dimension nanomaterials,"Dimension has a different and impactful significance in the field of innovation, research and technologies. Starting from one-dimension, now, we all are moving towards 3-D visuals and try to do the th",https://moscow.sci-hub.ru/4933/66df61ccef59ccf212e6bec7e832d3f1/patra2016.pdf
965,965,10.1016/j.jcis.2018.07.127,Direct electrochemical growth of amorphous molybdenum sulfide nanosheets on Ni foam for high-performance supercapacitors,Crystalline molybdenum sulfides (MoSx) have gained much attention as electrode materials for supercapacitors due to their specific atomic structure and high theoretical specific capacitance,https://zero.sci-hub.ru/7029/4379890ddbf5e18d175f93695bc5c35a/shang2018.pdf
966,966,10.1016/j.jcis.2019.09.115,Hierarchical nickel-cobalt selenide nanoparticles/nanosheets as advanced electroactive battery materials for hybrid supercapacitors,"Transition metal selenides are very ideal as electroactive battery material for hybrid supercapacitors owing to their high electrochemical activity and metallic electrical conductivity, but their envi",https://sci-hub.ru/downloads/2019-10-14/6f/hu2019.pdf
967,967,10.1088/1361-6528/ab178c,Bifunctional oxygen evolution and supercapacitor electrode with integrated architecture of NiFe-layered double hydroxides and hierarchical carbon framework,"Layered double hydroxide with exchangeable interlayer anions are considered promising electro-active materials for renewable energy technologies. However, the limited exposure of active sites and poor",https://sci-hub.ru/downloads/2019-04-12/49/10.1088@1361-6528@ab178c.pdf
968,968,10.1021/acsami.0c08299,Fundamental Triangular Interaction of Electron Trajectory Deviation and P–N Junction to Promote Redox Reactions for the High-Energy-Density Electrode,"Highly efficient redox reaction of active electrode materials is the guarantee for achieving high energy density for energy storage devices. Here, we design a triangle of the electrode material involv",https://sci-hub.ru/downloads/2020-06-14/69/10.1021@acsami.0c08299.pdf
969,969,10.1021/acsami.8b16072,Plasma-Assisted Synthesis of NiSe2 Ultrathin Porous Nanosheets with Selenium Vacancies for Supercapacitor,Two-dimensional (2D) NiSe2 nanosheets with porous ultrathin structure and selenium vacancies (NiSe2 PNSvac) are synthesized via plasma-assisted dry exfoliation for sup,https://sci-hub.ru/tree/62/ac/62ac85e6c74b48e76fc62d8f02d842bf.pdf
970,970,10.1021/acs.nanolett.1c01276,Crystal Phase-Controlled Modulation of Binary Transition Metal Oxides for Highly Reversible Li–O2 Batteries,"Reducing charge-discharge overpotential of transition metal oxide catalysts can eventually enhance the cell efficiency and cycle life of Li-O2 batteries. Here, we propose that crystal phase",https://sci-hub.ru/downloads/2021-08-11/4f/cao2021.pdf
971,971,10.1016/j.jcis.2021.09.011,A new potassium dual-ion hybrid supercapacitor based on battery-type Ni(OH)2 nanotube arrays and pseudocapacitor-type V2O5-anchored carbon nanotubes electrodes,"Hybrid supercapacitors (HSCs) with the characteristics of high energy density, long cycle life and without altering their power density need to be developed urgently. Herein, a novel dual-ion hybrid s",https://sci-hub.ru/uptodate/S0021979721014624.pdf
972,972,10.1002/smtd.202000853,Stretchable Supercapacitors: From Materials and Structures to Devices,Stretchable supercapacitors have received widespread attention due to their potential applications in wearable electronics and health monitoring. Stretchable supercapacitors not only possess advantage,https://sci-hub.ru/downloads/2020-12-15/6b/10.1002@smtd.202000853.pdf
973,973,10.1016/j.jcis.2021.10.051,Recent advances in Co-based co-catalysts for efficient photocatalytic hydrogen generation,Recent progress in photocatalytic hydrogen generation reaction highlights the critical role of co-catalysts in enhancing the solar-to-fuel conversion efficiency of diverse band-matched semiconductors.,
974,974,10.1021/acsami.1c14537,"Asymmetric, Flexible Supercapacitor Based on Fe–Co Alloy@Sulfide with High Energy and Power Density",Electrode materials with high conductivities that are compatible with flexible substrates are important for preparing high-capacitance electrode materials and improving the energy density of flexible ,
975,975,10.1016/j.jenvman.2020.110677,Z-scheme binary 1D ZnWO4 nanorods decorated 2D NiFe2O4 nanoplates as photocatalysts for high efficiency photocatalytic degradation of toxic organic pollutants from wastewater,"In this study, dimensionally coupled Z-scheme binary nanocomposites from two-dimensional (2D) NiFe2O4 nanoplates and one-dimensional (1D) ZnWO4 nanorods are prepared f",https://sci-hub.ru/downloads/2020-05-23/7a/reddy2020.pdf
976,976,10.1021/acsami.1c17448,Designing Self-Supported Electrocatalysts for Electrochemical Water Splitting: Surface/Interface Engineering toward Enhanced Electrocatalytic Performance,"Electrochemical water splitting is regarded as the most attractive technique to store renewable electricity in the form of hydrogen fuel. However, the corresponding anodic oxygen evolution reaction (O",
977,977,10.1021/acsami.0c13755,Zn Metal Atom Doping on the Surface Plane of One-Dimesional NiMoO4 Nanorods with Improved Redox Chemistry,The effect of zinc (Zn) doping and defect formation on the surface of nickel molybdate (NiMoO4) structures with varying Zn content has been studied to produce one-dimensional electrodes and,https://sci-hub.ru/downloads/2020-09-19/8c/10.1021@acsami.0c13755.pdf
978,978,10.1088/0957-4484/27/44/44lt02,Cobalt phosphide nanowall array as an efficient 3D catalyst electrode for methanol electro-oxidation,"In this letter, we report on the use of a cobalt phosphide nanowall array on conductive carbon cloth (CoP NA/CC) as an efficient catalyst electrode for methanol electro-oxidation under alkaline condit",https://zero.sci-hub.ru/6058/2ded199908c4429fde2b8f1f701b1538/liu2016.pdf
979,979,10.1039/d2ay00340f,"Development of a novel porous cobalt, phosphorus and nitrogen co-doped carbonaceous coating by phosphiding ZIF-67 grown on nitinol fiber for selective solid-phase microextraction of polycyclic aromatic hydrocarbons from water samples","The nature and fabrication of the fiber coatings with good adsorption capacity and selectivity play a decisive role in solid-phase microextraction (SPME). In this work, a facile strategy was proposed ",
980,980,10.1002/adma.201908445,Advanced Matrixes for Binder‐Free Nanostructured Electrodes in Lithium‐Ion Batteries,"Commercial lithium-ion batteries (LIBs), limited by their insufficient reversible capacity, short cyclability, and high cost, are facing ever-growing requirements for further increases in power capabi",https://sci-hub.ru/downloads/2020-04-22/6a/10.1002@adma.201908445.pdf
981,981,10.3389/fchem.2022.827563,Research Progresses and Challenges of Flexible Zinc Battery,"Flexible zinc batteries have great potential in wearable electronic devices due to their high safety, low cost, and environmental friendliness. In the past few years, a great deal of work on flexible ",
982,982,10.1016/j.biortech.2022.127537,Enhancing bioelectrochemical performance of two-dimensional material attached by covalent/metal organic frameworks as cathode catalyst for microbial fuel cells,"In this study, covalent/metal organic framework and two-dimensional material (COF-300/ZIF-8@Ti3AlC2) were composited by a three-step distributed feed method for cathode catalyst ",
983,983,10.1038/srep16584,"Hierarchical, porous CuS microspheres integrated with carbon nanotubes for high-performance supercapacitors",Carbon nanotubes (CNTs) incorporated porous 3-dimensional (3D) CuS microspheres have been successfully synthesized via a simple refluxing method assisted by PVP. The composites are composed of flower-,https://zero.sci-hub.ru/6089/979e5e25cc1c94f576461e31a697541c/lu2015.pdf
984,984,10.1021/am503378n,Mesoporous CoO Nanocubes @ Continuous 3D Porous Carbon Skeleton of Rose-Based Electrode for High-Performance Supercapacitor,"Supercapacitors have attracted lots of attentions for energy storage because of their outstanding electrochemical properties, and various kinds of carbon materials have been used to improve the perfor",https://moscow.sci-hub.ru/2767/a43cce481388d8055fb837b4c44d0d3f/lan2014.pdf
985,985,10.1002/cssc.201701305,Cobalt Doping To Boost the Electrochemical Properties of Ni@Ni3S2 Nanowire Films for High‐Performance Supercapacitors,"Metal sulfides have aroused great interest for energy storage. However, their low specific capacities and inferior rate capabilities hinder their practical applications. In this work, a facile cobalt-",https://sci-hub.ru/tree/55/59/5559e47d1a8c4abb4e7bee2fb64a43ae.pdf
986,986,10.1007/s40820-015-0069-x,A Hybrid Electrode of Co3O4@PPy Core/Shell Nanosheet Arrays for High-Performance Supercapacitors,"Herein, combining solverthermal route and electrodeposition, we grew unique hybrid nanosheet arrays consisting of Co3O4 nanosheet as a core, PPy as a shell. Benefiting from the PPy as conducting polym",https://moscow.sci-hub.ru/5018/c5203510624cf0277b1a11bcbe9f157d/yang2015.pdf
987,987,10.1016/j.jcis.2022.06.140,Enhanced electrochemical performance of the cobalt chloride carbonate hydroxide hydrate via micromorphology and phase transformation,"Micromorphology and conductivity are two vital factors for the practical capacitance of the electrode materials for supercapacitors. In this work, a novel two-step electrochemical activation method in",
988,988,10.1039/c9nr08156a,Designed synthesis of nickel–cobalt-based electrode materials for high-performance solid-state hybrid supercapacitors,"Supercapacitors with high security, excellent energy and power densities, and superior long-term cycling performance are becoming increasingly essential for flexible devices. Herein, this study has re",https://sci-hub.ru/downloads/2020-01-03/dd/yang2019.pdf
989,989,10.1021/acsami.6b13259,An Approach To Fabricate PDMS Encapsulated All-Solid-State Advanced Asymmetric Supercapacitor Device with Vertically Aligned Hierarchical Zn–Fe–Co Ternary Oxide Nanowire and Nitrogen Doped Graphene Nanosheet for High Power Device Applications,We highlight the design and fabrication of a polydimethylsiloxane (PDMS) encapsulated advanced all-solid-state asymmetric supercapacitor (ASC) device consisting of hierarchical mesoporous zinc-iron-co,https://zero.sci-hub.ru/6525/1a02a825976e247e1d3158ac9daf7bab/maitra2017.pdf
990,990,10.1016/j.biortech.2016.09.126,The excellent performance of nest-like oxygen-deficient Cu1.5Mn1.5O4 applied in activated carbon air-cathode microbial fuel cell,This study investigated the performance of nano spinel nest-like oxygen-deficient Cu1.5Mn1.5O4 doping activated carbon (AC) as air cathode in microbial fuel cell (MFC),https://zero.sci-hub.ru/6063/a9a806b9e65727363d94fda5a0c42634/wang2016.pdf
