,doi,name,description
758,10.1088/1361-6528/abf20f,High rate capabilities and remarkably cycle-stable flexible pseudocapacitors based on nano-coralloid arrays with sulfide vacancies enhanced Ni−Co−S nanoparticle covering,Both poor electron conductivity and low ion diffusion of electrode materials are two main issues limiting the rate performance of pseudocapacitors. The present work reports the design and fabrication 
759,10.1007/s00604-017-2663-8,Ultrathin NiCo2O4 nanowalls supported on a 3D nanoporous gold coated needle for non-enzymatic amperometric sensing of glucose,A disposable needle-type of hybrid electrode was prepared from a core of stainless steel needle whose surface was modified with a 3D nanoporous gold/NiCo2O4 nanowall hybrid structure for electrochemic
760,10.1021/acs.inorgchem.9b00162,3D Self-Supported Porous NiO@NiMoO4 Core–Shell Nanosheets for Highly Efficient Oxygen Evolution Reaction,Novel 3D self-supported porous NiO@NiMoO4 core-shell nanosheets are grown on nickel foam through a facile stepwise hydrothermal method. Ultrathin NiO nanosheets on the nickel foam cross-lin
761,10.1021/acsami.7b17005,Facile Synthesis of Ultrathin Nickel–Cobalt Phosphate 2D Nanosheets with Enhanced Electrocatalytic Activity for Glucose Oxidation,Two-dimensional (2D) ultrathin nickel-cobalt phosphate nanosheets were synthesized using a simple one-step hydrothermal method. The morphology and structure of nanomaterials synthesized under differen
762,10.1038/s41598-018-34905-7,Hierarchical Flowerlike 3D nanostructure of Co3O4@MnO2/N-doped Graphene oxide (NGO) hybrid composite for a high-performance supercapacitor,The present study investigates the fabrication of hierarchical 3D nanostructures with multi-component metal oxides in the presence of highly-porous graphene and characterized for its applications in h
763,10.1002/chem.201405698,Mesoporous MnCo2O4 with a Flake‐Like Structure as Advanced Electrode Materials for Lithium‐Ion Batteries and Supercapacitors,A mesoporous flake-like manganese-cobalt composite oxide (MnCo2O4) is synthesized successfully through the hydrothermal method. The crystalline phase and morphology of the materials are characterized 
764,10.1021/acsami.1c17356,Interfacial Engineering and a Low-Crystalline Strategy for High-Performance Supercapacitor Negative Electrodes: Fe2P2O7 Nanoplates Anchored on N/P Co-doped Graphene Nanotubes,"Developing novel hybrid negative electrode materials with high specific capacity, rate capacitance, and long-term cycle stability is a key factor for pushing large-scale application of supercapacitors"
765,10.34133/2020/8685436,Structure Engineering in Biomass-Derived Carbon Materials for Electrochemical Energy Storage,Biomass-derived carbon materials (B-d-CMs) are considered as a group of very promising electrode materials for electrochemical energy storage (EES) by virtue of their naturally diverse and intricate m
766,10.1038/srep18108,A cheap and non-destructive approach to increase coverage/loading of hydrophilic hydroxide on hydrophobic carbon for lightweight and high-performance supercapacitors,"Carbon-based substrates offer unprecedented advantages in lightweight supercapacitors. However, it is still challenging to achieve high coverage or loading. Different from the traditional belief that "
767,10.1088/1361-6528/aac051,Spatially-controlled NiCo2O4@MnO2 core–shell nanoarray with hollow NiCo2O4 cores and MnO2 flake shells: an efficient catalyst for oxygen evolution reaction,"Control of structures and components of the nanoarray catalysts is very important for electrochemical energy conversion. Herein, unique NiCo2O4@MnO2 core-shell nanoarr"
768,10.1016/j.talanta.2021.122645,Selective detection of glutathione by flower-like NiV2O6 with only peroxidase-like activity at neutral pH,"In view of the broad application prospect of peroxidase-like nanozymes in biomedical analysis, it is of great significance to eliminate the interference of their oxidase-like activity and enable them "
769,10.1021/acsami.7b04792,Electrostatic Self-Assembly of Sandwich-Like CoAl-LDH/Polypyrrole/Graphene Nanocomposites with Enhanced Capacitive Performance,A novel sandwich-like composite with ultrathin CoAl-layered double hydroxide (LDH) nanoplates electrostatically assembled on both sides of two-dimensional polypyrrole/graphene (PG) substrate has been 
770,10.1016/j.talanta.2020.121560,New Bi2MoO6 nano-shapes toward ultrasensitive enzymeless glucose tracing: Synergetic effect of the Bi-Mo association,"In a novel approach, an efficient non-enzymatic glucose sensor based on pure phase of aurivillius bismuth molybdate (BM or γ-Bi2MoO6) mixed metal oxides is reported. Three BM sam"
771,10.1002/adma.201607015,Morphology‐Conserved Transformations of Metal‐Based Precursors to Hierarchically Porous Micro‐/Nanostructures for Electrochemical Energy Conversion and Storage,"To meet future market demand, developing new structured materials for electrochemical energy conversion and storage systems is essential. Hierarchically porous micro-/nanostructures are favorable for "
772,10.1016/j.jcis.2020.04.089,Biomass-derived carbon boosted catalytic properties of tungsten-based nanohybrids for accelerating the triiodide reduction in dye-sensitized solar cells,"Manganese tungstate (MnWO4), zinc tungstate (ZnWO4), and copper tungstate (CuWO4) embedded biomass-derived carbon (MWO-C, ZWO-C, CWO-C) was synthesized by hydrothermal"
773,10.1007/s40820-019-0265-1,Bimetallic NiCo2S4 Nanoneedles Anchored on Mesocarbon Microbeads as Advanced Electrodes for Asymmetric Supercapacitors,"HighlightsA facile method was used to anchor pseudocapacitive bimetallic NiCo2S4 (NCS) nanoneedles on mesocarbon microbeads (MCMBs), forming a novel urchin-like structure.The NCS@MCMB electrode and an"
774,10.1016/j.jcis.2020.03.004,3D hierarchical porous nitrogen-doped carbon/Ni@NiO nanocomposites self-templated by cross-linked polyacrylamide gel for high performance supercapacitor electrode,"Three-dimensional nitrogen-doped carbon network incorporated with nickel@nickel oxide core-shell nanoparticles composite (3D NC/Ni@NiO) has been facilely prepared, self-templated by the cross-linked p"
775,10.1039/c8nr08645a,"Nickel cobaltite@poly(3,4-ethylenedioxypyrrole) and carbon nanofiber interlayer based flexible supercapacitors","Binder free flexible symmetric supercapacitors are developed with nickel cobaltite micro-flower coated poly(3,4-ethylenedioxypyrrole) (NiCo2O4@PEDOP) hybrid electrodes. The free standing films of carb"
776,10.1038/s41598-019-42301-y,Novel chemical route for CeO2/MWCNTs composite towards highly bendable solid-state supercapacitor device,"Electrode materials having high capacitance with outstanding stability are the critical issues for the development of flexible supercapacitors (SCs), which have recently received increasing attention."
777,10.1021/nn405192s,Supercapacitors Based on Graphene-Supported Iron Nanosheets as Negative Electrode Materials,We report a facile strategy to prepare iron nanosheets directly grown on graphene sheets nanocomposite (C-PGF) through the carbonization of iron ions adsorbed onto polyaniline nanosheet/graphene oxide
778,10.1016/j.jcis.2021.05.039,Electrochemical Anion-Exchanged synthesis of porous Ni/Co hydroxide nanosheets for Ultrahigh-Capacitance supercapacitors,"The commonly reported calcination strategy usually requires high temperature to crack the metal-organic frameworks (MOFs) particles, which often lead to uncontrollable growth of nanomaterials. Here, f"
779,10.1016/j.jcis.2017.11.052,Hierarchical hollow MnO2 nanofibers with enhanced supercapacitor performance,"One dimensional (1D) hollow nanostructures have been considered as one of the most fascinating materials for supercapacitors. Herein, the hollow MnO2 nanofibers are successfully synthesized"
780,10.1038/srep27318,Self-Assembled 3D Flower-Like Nickel Hydroxide Nanostructures and Their Supercapacitor Applications,Three-dimensional (3D) nanostructures have attracted considerable attention because of their high surface areas and unique properties which gives outstanding performance in catalysis and energy storag
781,10.1016/j.jcis.2018.08.006,Flexible hybrid yarn-shaped supercapacitors based on porous nickel cobalt sulfide nanosheet array layers on gold metalized cotton yarns,"A high-performance yarn-shaped supercapacitor electrode material with light weight, small volume, flexibility and low cost, is highly desirable for the development of flexible energy storage devices. "
782,10.1021/acs.inorgchem.9b03445,2D Thin Sheet Heterostructures of MoS2 on MoSe2 as Efficient Electrocatalyst for Hydrogen Evolution Reaction in Wide pH Range,"Two-dimensional layered transition metal dichalcogenides, MoSe2 and MoS2, have drawn potential attention in the field of water splitting. Coupling of MoS2 and MoSe"
783,10.1021/acs.langmuir.1c00576,Oxygen Vacancy-Enhanced Ultrathin Bi2O3–Bi2WO6 Nanosheets’ Photocatalytic Performances under Visible Light Irradiation,"The oxygen vacancy caused by ultrathin structures would be introduced into the semiconductor photocatalyst to boost its photocatalytic activity. Herein, ultrathin Bi2O3-Bi2<"
784,10.1002/adma.201602914,Intricate Hollow Structures: Controlled Synthesis and Applications in Energy Storage and Conversion,"Intricate hollow structures garner tremendous interest due to their aesthetic beauty, unique structural features, fascinating physicochemical properties, and widespread applications. Here, the recent "
785,10.1016/j.jcis.2016.04.035,One-pot hydrothermal synthesis of Zinc ferrite/reduced graphene oxide as an efficient electrocatalyst for oxygen reduction reaction,"Fabrication of low-cost and efficient electrocatalyst for oxygen reduction reaction (ORR) is highly desirable. Herein, Zinc ferrite/reduced graphene oxide (ZnFe2O4/rGO) is prepar"
786,10.1007/s00604-020-04590-3,Cobalt molybdate nanorods decorated on boron-doped graphitic carbon nitride sheets for electrochemical sensing of furazolidone,A nanorod-like structured CoMoO4 embedded on boron doped-graphitic carbon nitride composite (CoMoO4/BCN) has been developed by a simple sonochemical method for electrochemical detection of furazolidon
787,10.1021/acsomega.0c01476,CoNiSe2 Nanostructures for Clean Energy Production,"Comparative investigation of the electrochemical oxygen evolution reaction (OER) activity for clean energy production was performed by fabricating three different electrodes, namely, NiSe2,"
788,10.1038/s41467-020-18944-1,Rationally designed transition metal hydroxide nanosheet arrays on graphene for artificial CO2 reduction,"The performance of transition metal hydroxides, as cocatalysts for CO2 photoreduction, is significantly limited by their inherent weaknesses of poor conductivity and stacked structure. Herein, we repo"
789,10.1002/smll.201704435,MOF‐Derived Metal Oxide Composites for Advanced Electrochemical Energy Storage,"Over the past two decades, metal-organic frameworks (MOFs), a type of porous material, have aroused great interest as precursors or templates for the derivation of metal oxides and composites for the "
790,10.1088/1361-6528/ab7534,One-step fabrication and electromagnetic wave absorption of graphene/Ag@polyaniline ternary nanocomposites,"Based on in situ intercalation polymerization of aniline, a one-step synthesis of a graphene/Ag@PANI ternary composite is proposed. The results show that together with sunlight exposure, Ag+"
791,10.1038/s41598-022-12321-2,"Decoration of green synthesized S, N-GQDs and CoFe2O4 on halloysite nanoclay as natural substrate for electrochemical hydrogen storage application","Halloysite nanotubes (HNTs) with high active sites are used as natural layered mineral supports. Sulfur- and nitrogen-co doped graphene quantum dots (S, N-GQDs) as conductive additive and CoFe2O4 as t"
792,10.1016/j.jcis.2022.04.022,Sodium alginate-derived porous carbon: Self-template carbonization mechanism and application in capacitive energy storage,"Sodium alginate (SA) is an environment-friendly and low-cost polysaccharide carbohydrate extracted from seaweed. As a carbon precursor, sodium alginate has the advantages of clear molecular structure,"
793,10.1021/acsabm.2c00599,Versatile Carbon Nanofiber-Based Sensors,"Carbon nanofibers (CNFs) display colossal potential in different fields like energy, catalysis, biomedicine, sensing, and environmental science. CNFs have revealed extensive uses in various sensing pl"
794,10.1186/s11671-020-03325-w,Binder-Free Electrodes and Their Application for Li-Ion Batteries,"Lithium-ion batteries (LIB) as energy supply and storage systems have been widely used in electronics, electric vehicles, and utility grids. However, there is an increasing demand to enhance the energ"
795,10.1166/jnn.2019.16448,Synthesis of Mesoporous Co3O4/NiCo2O4 Nanorods and Their Electrochemical Study,Mesoporous Co₃O₄/NiCo₂O₄ nanorods were obtained by a hydrothermal reaction with the assistance of Ni foam and subsequent annealing treatment. The characterization of this composition by X-ray diffract
796,10.1016/j.jcis.2019.12.076,Hierarchical core-shell electrode with NiWO4 nanoparticles wrapped MnCo2O4 nanowire arrays on Ni foam for high-performance asymmetric supercapacitors,Rational construction of MnCo2O4-based core-shell nanomaterials with distinctive and desirable architectures possesses great potential in the advanced electrode material of high-
797,10.1016/j.jcis.2020.04.034,Electrodeposited NiSe on a forest of carbon nanotubes as a free-standing electrode for hybrid supercapacitors and overall water splitting,NiSe nanoparticles are electrodeposited over a forest of carbon nanotubes (CNTs) to form an intertwined and porous network. The assynthesized composite (denoted as CNT@NiSe/SS) is used as a free-stand
798,10.1016/j.jcis.2022.03.007,In-situ synthesis of niobium-doped TiO2 nanosheet arrays on double transition metal MXene (TiNbCTx) as stable anode material for lithium-ion batteries,"Two-dimensional layered MXene material with high conductivity and good mechanical flexibility has gained wide attention in the field of energy storage. However, the practical application of MXene was "
799,10.1016/j.jcis.2022.05.148,New nickel-rich ternary carbonate hydroxide two-dimensional porous sheets for high-performance aqueous asymmetric supercapattery,"Transition metal carbonate hydroxides (M-CHs) are promising candidates for electrode materials in supercapattery, due to their low-cost preparation and high-energy features. However, they also suffer "
800,10.1186/s11671-021-03548-5,"Progress of carbon-based electrocatalysts for flexible zinc-air batteries in the past 5 years: recent strategies for design, synthesis and performance optimization",The increasing popularity of wearable electronic devices has led to the rapid development of flexible energy conversion systems. Flexible rechargeable zinc-air batteries (ZABs) with high theoretical e
801,10.1039/c8nr04519d,Direct growth of CuCo 2 S 4 nanosheets on carbon fiber textile with enhanced electrochemical pseudocapacitive properties and electrocatalytic properties towards glucose oxidation,"Flexible and wearable electronic devices with excellent performance have been desired for making the next generation of electronic products. Herein, the synthesis of CuCo2S4 nano"
802,10.1016/j.jcis.2019.10.023,Homogeneous nickel metal-organic framework microspheres on reduced graphene oxide as novel electrode material for supercapacitors with outstanding performance,"Herein, we designed and prepared nickel metal-organic framework microspheres anchored directly on reduced graphene oxide (Ni-MOF/rGO) by a facile hydrothermal and successive calcining process. The ele"
803,10.1002/gch2.202000054,A Brief Review on High‐Performance Capacitive Deionization Enabled by Intercalation Electrodes,"Owing to the advantages of cost-effectiveness, environmental-friendliness and high desalination capacity, capacitive deionization (CDI) has emerged as an advanced desalination technique. Recently, the"
804,10.1016/j.jcis.2019.10.010,Graphene oxide-drove transformation of NiS/Ni3S4 microbars towards Ni3S4 polyhedrons for supercapacitor,"Ni3S4 is regarded as one of the promising electrode materials for energy storage, but the difficulty in obtaining its pure phase hinders its wide applications. In this work, we i"
805,10.1021/acsami.6b07857,Superior Cycle Stability Performance of Quasi-Cuboidal CoV2O6 Microstructures as Electrode Material for Supercapacitors,"In this study, a rapid, facile, and environment-friendly microwave-assisted method followed by annealing for synthesizing the quasi-cuboidal CoV2O6 is developed. The as-prepared "
806,10.1021/acsomega.0c05412,Iron and Manganese Codoped Cobalt Tungstates Co1–(x+y)Fe x Mn y WO4 as Efficient Photoelectrocatalysts for Oxygen Evolution Reaction,Photoelectrocatalysts are robust materials for the production of energy through different ways such as water splitting. Narrow optical band gaps and high overpotentials are limiting the development of
807,10.1002/anie.202006545,Carbon Dots in Porous Materials: Host–Guest Synergy for Enhanced Performance,"Carbon dots (CDs) are emerging as a new class of carbon nanomaterials, which have inspired growing interest for their widespread applications in anti-counterfeiting, sensing, bioimaging, optoelectroni"
808,10.1039/c9nr09785f,Flexible 3D carbon cloth as a high-performing electrode for energy storage and conversion,"High-performance energy storage and conversion devices with high energy density, power density and long-term cycling life are of great importance in current consumer electronics, portable electronics "
809,10.1088/1361-6528/aa8297,Nitrogen doped RGO–Co3O4 nanograin cookies: highly porous and robust catalyst for removing nitrophenol from waste water,"The fabrication of nanograins with a uniform morphology wrapped with reduced graphene oxide (RGO) in a designed manner is critical for obtaining a large surface, high porosity and efficient catalytic "
810,10.1021/acsnano.0c06250,Hierarchical Microtubes Constructed by MoS2 Nanosheets with Enhanced Sodium Storage Performance,"Emerging sodium-ion batteries (SIBs) have aroused great attention in large-scale energy storage. However, it is still a great challenge to develop suitable electrode materials due to the large radius "
811,10.1021/acs.chemrev.9b00326,Nanowires for Electrochemical Energy Storage,"Nanomaterials provide many desirable properties for electrochemical energy storage devices due to their nanoscale size effect, which could be significantly different from bulk or micron-sized material"
812,10.1039/d1dt01948a,Flower-like 1T-MoS 2 /NiCo 2 S 4 on a carbon cloth substrate as an efficient electrocatalyst for the hydrogen evolution reaction,The 1T-MoS2/NiCo2S4 composite in situ grown on carbon cloth (CC) was successfully prepared by a two-step hydrothermal method as an efficient electrode for the h
813,10.1007/s40820-019-0355-0,Graphitic Carbon Quantum Dots Modified Nickel Cobalt Sulfide as Cathode Materials for Alkaline Aqueous Batteries,HighlightsThe scalable graphitic carbon quantum dots (CQDs) are obtained with a high yield of more than 50%.The CQDs are utilized to synthesize novel NS-CQDs/NiCo2S4 composite which shows enhanced ele
814,10.1021/acsami.8b14839,Metal–Organic Framework Template-Directed Fabrication of Well-Aligned Pentagon-like Hollow Transition-Metal Sulfides as the Anode and Cathode for High-Performance Asymmetric Supercapacitors,"Given the exceptional specific surface area, geometry, and periodic porosity, transition-metal sulfides derived from crystalline metal-organic frameworks have spurred great interest in energy storage "
815,10.1088/1361-6528/ac1fb3,Au-assisted polymerization of conductive poly(N-phenylglycine) as high-performance positive electrodes for asymmetric supercapacitors,"Herein, a novel conductive poly(N-phenylglycine) (PNPG) polymer was successfully prepared, byin situelectrochemical polymerization method (+0.75 VversusAg/AgCl) for 10 min, on flexible s"
816,10.1021/acsami.1c23129,Hierarchically Hybrid Porous Co3O4@NiMoO4/CoMoO4 Heterostructures for High-Performance Electrochemical Energy Storage,"Hierarchical, ultrathin, and porous NiMoO4@CoMoO4 on Co3O4 hollow bones were successfully designed and synthesized by a hydrothermal route from the Co-precu"
817,10.1021/acsami.7b16021,Three-Dimensional Hierarchical Structure ZnO@C@NiO on Carbon Cloth for Asymmetric Supercapacitor with Enhanced Cycle Stability,"In this work, we synthesized the hierarchical ZnO@C@NiO core-shell nanorods arrays (CSNAs) grown on a carbon cloth (CC) conductive substrate by a three-step method involving hydrothermal and chemical "
818,10.1016/j.foodchem.2022.133630,An integrated nanoflower-like MoS2@CuCo2O4 heterostructure for boosting electrochemical glucose sensing in beverage,"Excessive glucose in food poses a non-negligible threat to its inherent quality and human health, which makes it imperative to develop a highly sensitive sensor for real-time glucose detection. In thi"
819,10.1021/acsomega.8b02446,Graphene-like MoS2 Nanosheets on Carbon Fabrics as High-Performance Binder-free Electrodes for Supercapacitors and Li-Ion Batteries,"Two-dimensional layer-structure materials are now of great interest in energy storage devices, owing to their graphene-like structure and high theoretical capacity. Herein, graphene-like molybdenum di"
820,10.1038/srep04518,Merging of Kirkendall Growth and Ostwald Ripening: CuO@MnO2 Core-shell Architectures for Asymmetric Supercapacitors,Fabricating hierarchical core-shell nanostructures is currently the subject of intensive research in the electrochemical field owing to the hopes it raises for making efficient electrodes for high-per
821,10.1002/smll.201702883,Research Progress in MnO2–Carbon Based Supercapacitor Electrode Materials,"With the serious impact of fossil fuels on the environment and the rapid development of the global economy, the development of clean and usable energy storage devices has become one of the most import"
822,10.1016/j.jcis.2022.07.016,Flower-like Ni3Sn2@Ni3S2 with core–shell nanostructure as electrode material for supercapacitors with high rate and capacitance,"To enhance the specific capacitance as well as maintain satisfactory rate performance of nickel hydroxide and nickel sulfide, in this work, the ultra-fine nickel-tin nanoparticles with high conductivi"
823,10.1016/j.jcis.2018.06.007,High-performance supercapacitor based on three-dimensional flower-shaped Li4Ti5O12-graphene hybrid and pine needles derived honeycomb carbon,A three-dimensional (3D) flower-shaped Li4Ti5O12-graphene (Gr) hybrid micro/nanostructures and pine needles derived carbon nanopores (PNDCN) has been prepared by using
824,10.1039/c4nr05895j,3D graphene nanomaterials for binder-free supercapacitors: scientific design for enhanced performance,"Because of the excellent intrinsic properties, especially the strong mechanical strength, extraordinarily high surface area and extremely high conductivity, graphene is deemed as a versatile building "
825,10.1016/j.jcis.2021.05.011,Plant polyphenols induced the synthesis of rich oxygen vacancies Co3O4/Co@N-doped carbon hollow nanomaterials for electrochemical energy storage and conversion,"Reasonable hollow structure design and oxygen vacancy defects control play an important role in the optimization of electrochemical energy storage and electrocatalytic properties. Herein, a plant poly"
826,10.1016/j.jcis.2018.12.095,NiCo-layered double-hydroxide and carbon nanosheets microarray derived from MOFs for high performance hybrid supercapacitors,Exploring porous nano-structured materials has great significance for energy storage equipment. The metal-organic frameworks (MOFs) can be used as the outstanding sacrificial templates for electrode m
827,10.1016/j.jhazmat.2020.124360,A facile mechanochemical preparation of Co3O4@g-C3N4 for application in supercapacitors and degradation of pollutants in water,Our study is aimed at synthesizing cobalt oxide (Co3O4) with graphite carbon nitride (g-C3N4) to form a Co3O4@g-C3N4</
828,10.1021/acsami.9b03934,Polyethyleneimine-Mediated Fabrication of Two-Dimensional Cobalt Sulfide/Graphene Hybrid Nanosheets for High-Performance Supercapacitors,"Two-dimensional (2D) hybrid nanosheets made of electrochemically active materials and graphene, featuring fast reaction kinetics and excellent structural stability, are appealing as electrodes for sup"
829,10.1021/acsami.2c06369,Porous {P6Mo18O73}‑type Poly(oxometalate) Metal–Organic Frameworks for Improved Pseudocapacitance and Electrochemical Sensing Performance,"{P6Mo18} poly(oxometalate) (POM) clusters have huge steric hindrance and limited active oxygen atoms, which make them difficult to combine with metal-organic units to form three-"
830,10.1039/d0ra01258k,Two-dimensional β-MoO 3 @C nanosheets as high-performance negative materials for supercapacitors with excellent cycling stability,"MoO3 has gained a great deal of attention as a promising electrode material in energy storage devices. In particular, the low dimensional MoO3 nanosheets coated with carbon layer"
831,10.1007/s00604-022-05319-0,RuO2/rGO heterostructures as mimic peroxidases for colorimetric detection of glucose,"Abstract
The successful synthesis of ruthenium oxide/reduced graphene oxide (RuO2/rGO) heterostructures by one-pot hydrothermal method using graphene oxides and RuCl3 as precursors is reported. The he"
832,10.1021/acsami.8b12981,NiO/NiCo2O4 Truncated Nanocages with PdO Catalyst Functionalization as Sensing Layers for Acetone Detection,Achieving a novel structural construction and adopting appropriate catalyst materials are key to overcoming inherent limitations of gas sensors in terms of designing sensing layers. This work introduc
833,10.1039/d2mh00075j,Electrochemical preparation of nano/micron structure transition metal-based catalysts for the oxygen evolution reaction,"Electrochemical water splitting is a promising technology for hydrogen production and sustainable energy conversion, but the existing electrolytic cells lack a sufficient number of robust and highly a"
834,10.1088/1361-6528/ab4dbf,Synthesis of CoTe nanowires: a new electrode material for supercapacitor with high stability and high performance,Highly dispersed CoTe electrode material were successfully prepared by using a facile one-step solvothermal process without any surfactants. Compared with the conventional hydrothermally prepared irre
835,10.1021/acsomega.8b03309,Two-Dimensional Mn3O4 Nanowalls Grown on Carbon Fibers as Electrodes for Flexible Supercapacitors,Emerging flexible and wearable electronic devices necessitates the development of fiber-type energy storage devices to power them. Supercapacitors received great attention for applications in flexible
836,10.1021/acsami.8b22351,Synthesis and Electrochemical Study of Mesoporous Nickel-Cobalt Oxides for Efficient Oxygen Reduction,"Development of a cost-effective and efficient electrocatalyst for the sluggish oxygen reduction reaction (ORR) is a crucial challenge for clean energy technologies. In this study, we have synthesized "
837,10.1021/acsami.1c09927,Enhanced Oxygen Evolution Reaction with a Ternary Hybrid of Patronite–Carbon Nanotube-Reduced Graphene Oxide: A Synergy between Experiments and Theory,This work reports the hybridization of patronite (VS4) sheets with reduced graphene oxide and functionalized carbon nanotubes (RGO/FCNT/VS4) through a hydrothermal method. The sy
838,10.1016/j.jcis.2019.02.037,Nitrogen-doped carbon dots decorated ultrathin nickel hydroxide nanosheets for high-performance hybrid supercapacitor,"Owing to their unique electronic properties and capability to host diverse functional groups on the surface, carbon dots (CDs) have attracted increasing attention in energy storage field. Herein, ultr"
839,10.1021/acs.est.2c04312,Multimetallic CuCoNi Oxide Nanowires In Situ Grown on a Nickel Foam Substrate Catalyze Persulfate Activation via Mediating Electron Transfer,"In situ growth of nanostructures on substrates is a strategy for designing highly efficient catalytic materials. Herein, multimetallic CuCoNi oxide nanowires are synthesized in situ on a three-dimensi"
840,10.1016/j.jcis.2019.05.024,Designed MnS/Co9S8 micro-flowers composites with serrate edges as high-performance electrodes for asymmetric supercapacitor,The three-dimensional (3D) MnS/Co9S8 (MCS) micro-flowers composites with serrate edges on Ni foam were successfully prepared by a facile hydrothermal method. The time-dependent e
841,10.1016/j.jcis.2019.09.010,Rationally designed CuCo2O4@Ni(OH)2 with 3D hierarchical core-shell structure for flexible energy storage,"Composite electrodes that possess both rational structures and appropriate integration are needed to deliver high electrochemical performance in energy storage devices. In this paper, a flexible and b"
842,10.1021/am500464n,Synthesis of 3D-Nanonet Hollow Structured Co3O4 for High Capacity Supercapacitor,"A 3D-nanonet structured cobalt-basic-carbonate precursor has been obtained by a facile, low cost and eco-friendly route under ambient temperature and pressure. After calcination in air, the as-prepare"
843,10.1016/j.jcis.2020.06.092,High performance flexible hybrid supercapacitors based on nickel hydroxide deposited on copper oxide supported by copper foam for a sunlight-powered rechargeable energy storage system,"Herein, an integrated system combining solar cells with a hybrid supercapacitor for operating a homemade windmill device was assembled, achieving energy conversion, storage and utilization. As a candi"
844,10.1021/acsami.6b12881,Three-Dimensional Hierarchical Ni x Co1–x O/Ni y Co2–y P@C Hybrids on Nickel Foam for Excellent Supercapacitors,"Active materials and special structures of the electrode have decisive influence on the electrochemical properties of supercapacitors. Herein, three-dimensional (3D) hierarchical NixCo"
845,10.3390/ma9090759,Carbon Supported Engineering NiCo2O4 Hybrid Nanofibers with Enhanced Electrocatalytic Activity for Oxygen Reduction Reaction,"The design of cheap and efficient oxygen reduction reaction (ORR) electrocatalysts is of a significant importance in sustainable and renewable energy technologies. Therefore, ORR catalysts with superb"
846,10.1016/j.talanta.2020.121299,Preparation of NiMn2O4/C necklace-like microspheres as oxidase mimetic for colorimetric determination of ascorbic acid,The NiMn2O4/C necklace-like microspheres (NLM) were successfully prepared by hydrothermal method and oil bath. This unique necklace-like structure makes them exhibit the enhanced
847,10.1016/j.chemosphere.2020.127389,Bimetallic metal-organic frameworks anchored corncob-derived porous carbon photocatalysts for synergistic degradation of organic pollutants,"Metal-organic frameworks (MOFs) are promising for photocatalysis owing to their excellent structure and performance. Unfortunately, poor stability in both aqueous solutions and high temperatures and l"
848,10.1021/acs.langmuir.5b00649,Solid State Flexible Asymmetric Supercapacitor Based on Carbon Fiber Supported Hierarchical Co(OH) x CO3 and Ni(OH)2,Conducting flexible carbon fiber (CF) cloth was used as a substrate for the hydrothermal growth of nickel hydroxide (Ni(OH)2) and cobalt hydroxy carbonate [Co(OH)xCO3] with unique hierarchical flowery
849,10.1021/acsnano.0c04950,Co3O4 Nanosheets as Battery-Type Electrode for High-Energy Li-Ion Capacitors: A Sustained Li-Storage via Conversion Pathway,We report the excellent charge storage performance of high-energy Li-ion capacitors (LIC) fabricated from the mesoporous Co3O4 nanosheets as the conversion-type battery component
850,10.1016/j.jcis.2018.09.068,Micelles directed preparation of ternary cobalt hydroxide carbonate-nickel hydroxide-reduced graphene oxide composite porous nanowire arrays with superior faradic capacitance performance,"Electrode material is the key component of a supercapacitor, the highly accessible surface area, efficient electrons/ions migration channels, robust structural stability and redox activity of electrod"
851,10.1088/1361-6528/ac3356,Construction of 3D CrN@nitrogen-doped carbon nanosheet arrays by reactive magnetron sputtering for the free-standing electrode of supercapacitor,"Owing to their favorable chemical stabilities and electronic conductivities, transition metal nitrides (TMNs) have been targeted as the potential electrode materials for the supercapacitors. Herein, 3"
852,10.1021/am504463b,"Carbon‑, Binder‑, and Precious Metal-Free Cathodes for Non-Aqueous Lithium–Oxygen Batteries: Nanoflake-Decorated Nanoneedle Oxide Arrays",Rechargeable lithium-oxygen (Li-O2) batteries have higher theoretical energy densities than today's lithium-ion batteries and are consequently considered to be an attractive energy storage techno
853,10.1021/acsomega.0c01576,Organic–Inorganic Complexation Chemistry-Mediated Synthesis of Bismuth–Manganese Bimetallic Oxide for Energy Storage Application,An organic-inorganic complexation method was applied for the synthesis of bismuth-manganese bimetallic oxide (BMO) nanoparticles where highly dispersed oxide particles were stabilized in an organic ma
854,10.1021/acs.inorgchem.8b01119,Achieving a High Areal Capacity with a Binder-Free Copper Molybdate Nanocone Array-Based Positive Electrode for Hybrid Supercapacitors,"Herein, we develop a binder-free copper molybdate nanocone array with a prism-like morphology on nickel foam (Cu3Mo2O9 NCAs/Ni foam) using a single-step hydrothermal m"
855,10.1039/c9ra02034a,2D nanoporous Ni(OH) 2 film as an electrode material for high-performance energy storage devices,A two-dimensional (2D) nanoporous Ni(OH)2 film was successfully developed from triethanolamine (TEA) as the alkali source and soft template using a scalable hydrothermal technique. The nano
856,10.1016/j.jcis.2020.08.125,High potential and robust ternary LaFeO3/CdS/carbon quantum dots nanocomposite for photocatalytic H2 evolution under sunlight illumination,"Exploitation of the novel, robust, and advanced photocatalytic systems with high efficiency is the present demand for clean, green, and sustainable energy production. Carbon quantum dots (CQDs) have a"
